,gender,new_location,mixed_attitude,economic_inflation,cost_of_living,income,redundancy,new_car,policy_war,good_mood,bad_mood,treatment/control
350,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
351,0,scotland,Slightly Positive,1,1,1,1,1,1,1,1,0
352,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
353,1,southeast,Slightly Positive,1,1,1,1,1,1,1,1,0
354,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
355,1,northwest,Slightly Negative,1,1,1,1,1,1,1,1,0
356,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
357,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
358,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
359,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
360,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
361,0,southwest,Neutral,1,1,1,1,1,1,1,1,0
362,1,northwest,Slightly Negative,1,1,1,1,1,1,1,1,0
363,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
364,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
365,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
366,0,london,Extremely Positive,1,1,1,1,1,1,1,1,0
367,1,newcastle,Neutral,1,1,1,1,1,1,1,1,0
368,1,yorkshire,Slightly Positive,1,1,1,1,1,1,1,1,0
369,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
370,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
371,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
372,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
373,0,london,Neutral,1,1,1,1,1,1,1,1,0
374,1,huddersfield,Neutral,1,1,1,1,1,1,1,1,0
375,0,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
376,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
377,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
378,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
379,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
380,1,slough,Neutral,1,1,1,1,1,1,1,1,0
381,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
382,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
383,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
384,0,yorkshire,Slightly Negative,1,1,1,1,1,1,1,1,0
385,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
386,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
387,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
388,1,scotland,Slightly Positive,1,1,1,1,1,1,1,1,0
389,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
390,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
391,1,wales,Neutral,1,1,1,1,1,1,1,1,0
392,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
393,1,east midland,Slightly Negative,1,1,1,1,1,1,1,1,0
394,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
395,1,southwest,Neutral,1,1,1,1,1,1,1,1,0
396,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
397,0,southwest,Slightly Positive,1,1,1,1,1,1,1,1,0
398,1,yorkshire,Slightly Negative,1,1,1,1,1,1,1,1,0
399,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
400,0,west midland,Neutral,1,1,1,1,1,1,1,1,0
401,0,southeast,Neutral,1,1,1,1,1,1,1,1,0
402,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
403,1,southwest,Neutral,1,1,1,1,1,1,1,1,0
404,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
405,1,wales,Slightly Negative,1,1,1,1,1,1,1,1,0
406,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
407,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
408,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
409,1,scotland,Neutral,1,1,1,1,1,1,1,1,0
410,1,london,Neutral,1,1,1,1,1,1,1,1,0
411,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
412,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
413,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
414,1,london,Neutral,1,1,1,1,1,1,1,1,0
415,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
416,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
417,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
418,1,east midland,Neutral,1,1,1,1,1,1,1,1,0
419,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
420,1,wales,Neutral,1,1,1,1,1,1,1,1,0
421,1,southwest,Slightly Positive,1,1,1,1,1,1,1,1,0
422,1,scotland,Neutral,1,1,1,1,1,1,1,1,0
423,1,northeast,Neutral,1,1,1,1,1,1,1,1,0
424,1,northwest,Slightly Negative,1,1,1,1,1,1,1,1,0
425,1,southeast,Neutral,1,1,1,1,1,1,1,1,0
426,1,yorkshire,Slightly Negative,1,1,1,1,1,1,1,1,0
427,1,london,Extremely Positive,1,1,1,1,1,1,1,1,0
428,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
429,0,yorkshire,Slightly Negative,1,1,1,1,1,1,1,1,0
430,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
431,1,london,Neutral,1,1,1,1,1,1,1,1,0
432,1,northeast,Slightly Positive,1,1,1,1,1,1,1,1,0
433,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
434,0,northeast,Slightly Negative,1,1,1,1,1,1,1,1,0
435,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
436,1,london,Neutral,1,1,1,1,1,1,1,1,0
437,1,southwest,Neutral,1,1,1,1,1,1,1,1,0
438,0,london,Neutral,1,1,1,1,1,1,1,1,0
439,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
440,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
441,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
442,1,northwest,Slightly Negative,1,1,1,1,1,1,1,1,0
443,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
444,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
445,1,northeast,Slightly Negative,1,1,1,1,1,1,1,1,0
446,1,northwest,Slightly Negative,1,1,1,1,1,1,1,1,0
447,0,scotland,Slightly Negative,1,1,1,1,1,1,1,1,0
448,1,scotland,Extremely Positive,1,1,1,1,1,1,1,1,0
449,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
450,1,wales,Slightly Positive,1,1,1,1,1,1,1,1,0
451,1,east midland,Slightly Positive,1,1,1,1,1,1,1,1,0
452,1,southwest,Slightly Positive,1,1,1,1,1,1,1,1,0
453,1,scotland,Slightly Positive,1,1,1,1,1,1,1,1,0
454,1,london,Extremely Positive,1,1,1,1,1,1,1,1,0
455,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
456,1,northeast,Slightly Negative,1,1,1,1,1,1,1,1,0
457,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
458,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
459,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
460,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
461,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
462,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
463,1,southeast,Neutral,1,1,1,1,1,1,1,1,0
464,1,wales,Neutral,1,1,1,1,1,1,1,1,0
465,0,southwest,Extremely Positive,1,1,1,1,1,1,1,1,0
466,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
467,1,southeast,Extremely Negative,1,1,1,1,1,1,1,1,0
468,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
469,0,london,Slightly Negative,1,1,1,1,1,1,1,1,0
470,1,scotland,Slightly Negative,1,1,1,1,1,1,1,1,0
471,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
472,0,west midland,Neutral,1,1,1,1,1,1,1,1,0
473,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
474,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
475,1,coventry,Slightly Negative,1,1,1,1,1,1,1,1,0
476,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
477,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
478,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
479,1,northern ireland,Extremely Positive,1,1,1,1,1,1,1,1,0
480,1,southwest,Slightly Positive,1,1,1,1,1,1,1,1,0
481,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
482,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
483,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
484,0,northwest,Neutral,1,1,1,1,1,1,1,1,0
485,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
486,0,scotland,Slightly Positive,1,1,1,1,1,1,1,1,0
487,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
488,1,london,Neutral,1,1,1,1,1,1,1,1,0
489,1,london,Neutral,1,1,1,1,1,1,1,1,0
490,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
491,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
492,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
493,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
494,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
495,1,east midland,Extremely Negative,1,1,1,1,1,1,1,1,0
496,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
497,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
498,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
499,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
500,1,east midland,Slightly Negative,1,1,1,1,1,1,1,1,0
501,1,scotland,Neutral,1,1,1,1,1,1,1,1,0
502,1,northwest,Slightly Negative,1,1,1,1,1,1,1,1,0
503,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
504,0,west midland,Neutral,1,1,1,1,1,1,1,1,0
505,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
506,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
507,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
508,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
509,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
510,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
511,0,other towns and places,Extremely Negative,1,1,1,1,1,1,1,1,0
512,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
513,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
514,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
515,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
516,1,scotland,Slightly Negative,1,1,1,1,1,1,1,1,0
517,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
518,1,northern ireland,Slightly Negative,1,1,1,1,1,1,1,1,0
519,1,yorkshire,Slightly Negative,1,1,1,1,1,1,1,1,0
520,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
521,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
522,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
523,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
524,1,northwest,Slightly Negative,1,1,1,1,1,1,1,1,0
525,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
526,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
527,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
528,1,wales,Neutral,1,1,1,1,1,1,1,1,0
529,1,west midland,Slightly Negative,1,1,1,1,1,1,1,1,0
530,1,southeast,Neutral,1,1,1,1,1,1,1,1,0
531,1,west midland,Slightly Negative,1,1,1,1,1,1,1,1,0
532,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
533,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
534,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
535,1,london,Neutral,1,1,1,1,1,1,1,1,0
536,1,london,Neutral,1,1,1,1,1,1,1,1,0
537,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
538,0,west midland,Slightly Positive,1,1,1,1,1,1,1,1,0
539,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
540,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
541,1,southwest,Slightly Negative,1,1,1,1,1,1,1,1,0
542,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
543,1,west midland,Neutral,1,1,1,1,1,1,1,1,0
544,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
545,0,northern ireland,Extremely Negative,1,1,1,1,1,1,1,1,0
546,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
547,1,east midland,Slightly Negative,1,1,1,1,1,1,1,1,0
548,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
549,1,london,Neutral,1,1,1,1,1,1,1,1,0
550,0,northwest,Slightly Positive,1,1,1,1,1,1,1,1,0
551,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
552,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
553,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
554,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
555,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
556,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
557,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
558,1,northeast,Slightly Negative,1,1,1,1,1,1,1,1,0
559,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
560,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
561,1,northeast,Slightly Positive,1,1,1,1,1,1,1,1,0
562,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
563,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
564,0,southwest,Slightly Negative,1,1,1,1,1,1,1,1,0
565,0,southeast,Neutral,1,1,1,1,1,1,1,1,0
566,1,scotland,Slightly Negative,1,1,1,1,1,1,1,1,0
567,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
568,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
569,0,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
570,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
571,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
572,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
573,1,west midland,Neutral,1,1,1,1,1,1,1,1,0
574,1,west midland,Neutral,1,1,1,1,1,1,1,1,0
575,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
576,1,northwest,Slightly Negative,1,1,1,1,1,1,1,1,0
577,0,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
578,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
579,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
580,1,milton keynes,Neutral,1,1,1,1,1,1,1,1,0
581,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
582,0,other towns and places,Extremely Negative,1,1,1,1,1,1,1,1,0
583,1,east midland,Slightly Positive,1,1,1,1,1,1,1,1,0
584,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
585,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
586,1,northwest,Extremely Positive,1,1,1,1,1,1,1,1,0
587,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
588,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
589,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
590,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
591,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
592,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
593,1,yorkshire,Slightly Positive,1,1,1,1,1,1,1,1,0
594,0,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
595,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
596,1,northern ireland,Slightly Negative,1,1,1,1,1,1,1,1,0
597,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
598,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
599,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
600,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
601,1,east midland,Neutral,1,1,1,1,1,1,1,1,0
602,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
603,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
604,1,northeast,Slightly Negative,1,1,1,1,1,1,1,1,0
605,1,southwest,Slightly Negative,1,1,1,1,1,1,1,1,0
606,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
607,1,southwest,Slightly Positive,1,1,1,1,1,1,1,1,0
608,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
609,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
610,1,scotland,Slightly Negative,1,1,1,1,1,1,1,1,0
611,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
612,1,southwest,Neutral,1,1,1,1,1,1,1,1,0
613,1,london,Neutral,1,1,1,1,1,1,1,1,0
614,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
615,1,northeast,Neutral,1,1,1,1,1,1,1,1,0
616,1,scotland,Extremely Negative,1,1,1,1,1,1,1,1,0
617,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
618,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
619,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
620,0,east midland,Extremely Positive,1,1,1,1,1,1,1,1,0
621,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
622,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
623,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
624,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
625,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
626,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
627,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
628,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
629,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
630,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
631,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
632,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
633,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
634,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
635,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
636,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
637,1,yorkshire,Slightly Negative,1,1,1,1,1,1,1,1,0
638,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
639,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
640,1,southwest,Slightly Positive,1,1,1,1,1,1,1,1,0
641,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
642,1,northwest,Slightly Positive,1,1,1,1,1,1,1,1,0
643,1,northwest,Slightly Positive,1,1,1,1,1,1,1,1,0
644,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
645,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
646,1,southwest,Slightly Positive,1,1,1,1,1,1,1,1,0
647,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
648,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
649,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
650,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
651,0,london,Neutral,1,1,1,1,1,1,1,1,0
652,1,scotland,Neutral,1,1,1,1,1,1,1,1,0
653,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
654,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
655,1,west midland,Slightly Negative,1,1,1,1,1,1,1,1,0
656,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
657,1,east midland,Extremely Positive,1,1,1,1,1,1,1,1,0
658,1,southwest,Neutral,1,1,1,1,1,1,1,1,0
659,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
660,0,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
661,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
662,0,northwest,Extremely Positive,1,1,1,1,1,1,1,1,0
663,1,london,Neutral,1,1,1,1,1,1,1,1,0
664,0,london,Neutral,1,1,1,1,1,1,1,1,0
665,0,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
666,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
667,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
668,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
669,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
670,1,london,Neutral,1,1,1,1,1,1,1,1,0
671,1,york,Neutral,1,1,1,1,1,1,1,1,0
672,0,bradford,Neutral,1,1,1,1,1,1,1,1,0
673,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
674,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
675,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
676,1,scotland,Neutral,1,1,1,1,1,1,1,1,0
677,1,southwest,Slightly Positive,1,1,1,1,1,1,1,1,0
678,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
679,0,london,Neutral,1,1,1,1,1,1,1,1,0
680,0,london,Neutral,1,1,1,1,1,1,1,1,0
681,1,london,Extremely Negative,1,1,1,1,1,1,1,1,0
682,1,luton,Neutral,1,1,1,1,1,1,1,1,0
683,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
684,1,southeast,Extremely Positive,1,1,1,1,1,1,1,1,0
685,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
686,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
687,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
688,1,stoke-on-trent,Slightly Negative,1,1,1,1,1,1,1,1,0
689,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
690,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
691,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
692,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
693,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
694,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
695,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
696,0,northern ireland,Slightly Positive,1,1,1,1,1,1,1,1,0
697,1,southeast,Slightly Negative,1,1,1,1,1,1,1,1,0
698,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
699,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
700,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
